"Date","Site.Name","COUNTY","latitude_mean","longitude_mean","Month","Year","AQI_PM2.5","AQI_Ozone"
2020-01-20,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,6,40
2020-01-20,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,30,32
2020-01-20,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,31,NA
2020-01-20,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,18.5,NA
2020-01-20,"Linville Falls","Avery",35.972347,-81.933072,1,2020,8,NA
2020-01-20,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,21.5,NA
2020-01-20,"Millbrook School","Wake",35.856111,-78.574167,1,2020,38,35
2020-01-20,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,30.3333333333333,NA
2020-01-20,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,27,35
2020-01-21,"Bryson City","Swain",35.434767,-83.442133,1,2020,39.5,NA
2020-01-21,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,6,NA
2020-01-21,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,26,NA
2020-01-21,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,29,NA
2020-01-21,"Frying Pan Mountain","Haywood",35.379167,-82.7925,1,2020,4,44
2020-01-21,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,29.75,34
2020-01-21,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,24.6666666666667,NA
2020-01-21,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,11.5,NA
2020-01-21,"Linville Falls","Avery",35.972347,-81.933072,1,2020,6,NA
2020-01-21,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,23.5,NA
2020-01-21,"Millbrook School","Wake",35.856111,-78.574167,1,2020,35,35.5
2020-01-21,"Pitt Agri. Center","Pitt",35.6412760008938,-77.360126,1,2020,19.3333333333333,NA
2020-01-21,"West Johnston Co.","Johnston",35.59095,-78.4622,1,2020,27,36
2020-01-22,"Bryson City","Swain",35.434767,-83.442133,1,2020,44,NA
2020-01-22,"Castle Hayne","New Hanover",34.364167,-77.838611,1,2020,15,NA
2020-01-22,"Clemmons Middle","Forsyth",36.026,-80.342,1,2020,45.5,NA
2020-01-22,"Durham Armory","Durham",36.0329550008979,-78.904037,1,2020,49.5,NA
2020-01-22,"Garinger High School","Mecklenburg",35.2401000008895,-80.785683,1,2020,37,34
2020-01-22,"Hattie Avenue","Forsyth",36.110693332,-80.2264378,1,2020,38.5,NA
2020-01-22,"Leggett","Edgecombe",35.988278,-77.5843,1,2020,22.5,NA
2020-01-22,"Mendenhall School","Guilford",36.1090060008986,-79.802314,1,2020,32,NA
